timestamp,233353/cpu`idle,233354/cpu`idle,233355/cpu`idle,233356/cpu`idle,233357/cpu`idle,233358/cpu`idle,233359/cpu`idle,233360/cpu`idle,233361/cpu`idle,233362/cpu`idle
1505947200,53071724,55766251,55542040,56183134,56555221,57033136,57421726,57426407,57396351,57485879
1505947260,53076734,55771675,55547427,56187265,56558317,57036222,57427197,57431898,57401838,57491384
1505947320,53081751,55777116,55552835,56191603,56560649,57039540,57432688,57437401,57407319,57496889
1505947380,53086769,55782547,55558244,56195918,56563082,57043302,57438179,57442905,57412809,57502408
1505947440,53091780,55787980,55563656,56199990,56565562,57047364,57443668,57448408,57418301,57507918
1505947500,53096779,55793416,55569054,56204075,56568663,57051274,57449157,57453909,57423787,57513418
1505947560,53101806,55798854,55574475,56208222,56572753,57054985,57454650,57459414,57429282,57518929
1505947620,53106838,55804310,55579917,56212543,56577290,57058925,57460149,57464923,57434782,57524446
1505947680,53111841,55809766,55585341,56216814,56581438,57061125,57465630,57470414,57440269,57529963
1505947740,53116830,55815191,55590742,56221133,56585647,57063640,57471116,57475901,57445756,57535460
1505947800,53121827,55820604,55596147,56225778,56589803,57065699,57476602,57481399,57451245,57540965
1505947860,53126846,55826033,55601565,56230183,56593810,57068513,57482089,57486896,57456720,57546475
1505947920,53131856,55831470,55606993,56234247,56597918,57071469,57487578,57492392,57462210,57551991
1505947980,53136882,55836912,55612420,56238630,56601415,57074143,57493069,57497895,57467703,57557507
1505948040,53141906,55842356,55617854,56243049,56605028,57078435,57498556,57503396,57473179,57563025
1505948100,53146883,55847744,55623236,56247567,56608365,57082853,57504020,57508889,57478646,57568522
1505948160,53151896,55853184,55628662,56252048,56612134,57086554,57509485,57514392,57484130,57574035
1505948220,53156913,55858614,55634075,56256476,56615527,57090335,57514974,57519894,57489620,57579547
1505948280,53161922,55864057,55639492,56260971,56619167,57094042,57520463,57525397,57495108,57585060
1505948340,53166934,55869506,55644900,56265512,56622521,57096908,57525958,57530899,57500581,57590573
1505948400,53171936,55874957,55650317,56269954,56626357,57100144,57531448,57536398,57506055,57596081
1505948460,53176945,55880038,55655448,56273993,56630143,57103241,57536932,57541899,57511471,57601554
1505948520,53181622,55885371,55660784,56278202,56634204,57106086,57542201,57547089,57516615,57606702
1505948580,53186505,55890795,55666199,56282527,56638809,57109249,57547520,57552488,57522098,57612209
1505948640,53191520,55896225,55671610,56286908,56642366,57112130,57553009,57557978,57527572,57617700
1505948700,53196534,55901662,55677015,56291427,56646167,57114464,57558503,57563476,57533045,57623205
1505948760,53201550,55907093,55682438,56295914,56649564,57116497,57563992,57568973,57538526,57628706
1505948820,53206571,55912524,55687855,56300410,56653115,57119772,57569481,57574474,57544011,57634218
1505948880,53211599,55917964,55693284,56304905,56656596,57122318,57574960,57579959,57549486,57639727
1505948940,53216621,55923409,55698710,56309412,56660368,57124567,57580450,57585438,57554966,57645240
1505949000,53221648,55928826,55704135,56313998,56664495,57128038,57585940,57590928,57560446,57650754
1505949060,53226658,55934266,55709555,56318658,56668579,57132065,57591406,57596425,57565920,57656265
1505949120,53231675,55939697,55714972,56323496,56673060,57135320,57596884,57601919,57571393,57661776
1505949180,53236671,55945137,55720398,56327700,56677469,57137977,57602374,57607415,57576872,57667271
1505949240,53241704,55950581,55725829,56332035,56681892,57141384,57607872,57612908,57582348,57672782
1505949300,53246720,55956025,55731242,56336476,56686228,57145286,57613368,57618401,57587818,57678287
1505949360,53251723,55961491,55736661,56340804,56690585,57148789,57618849,57623881,57593289,57683788
1505949420,53256736,55966894,55742077,56344978,56695049,57152636,57624335,57629377,57598765,57689297
1505949480,53261753,55972338,55747507,56349106,56699479,57156332,57629826,57634878,57604239,57694807
1505949540,53266765,55977779,55752934,56353266,56703749,57158195,57635319,57640372,57609713,57700308
1505949600,53271770,55983230,55758347,56357438,56708193,57160372,57640800,57645866,57615198,57705814
1505949660,53276778,55988672,55763767,56361646,56710945,57162434,57646297,57651356,57620682,57711321
1505949720,53281785,55994117,55769199,56365917,56712959,57165480,57651783,57656845,57626165,57716818
1505949780,53286797,55999555,55774621,56370294,56715584,57168304,57657266,57662336,57631633,57722329
1505949840,53291805,56004988,55780041,56374744,56718431,57171287,57662756,57667824,57637118,57727836
1505949900,53296812,56010432,55785467,56378987,56721347,57173509,57668244,57673317,57642598,57733347
1505949960,53301821,56015870,55790870,56383279,56724724,57176500,57673730,57678809,57648072,57738850
1505950020,53306825,56021307,55796291,56387591,56727668,57179945,57679229,57684305,57653548,57744356
1505950080,53311834,56026732,55801710,56391879,56730899,57183622,57684724,57689797,57659022,57749869
1505950140,53316843,56032165,55807124,56396335,56734621,57187348,57690224,57695290,57664502,57755375
1505950200,53321854,56037610,55812547,56401287,56738659,57191045,57695689,57700654,57669832,57760875
1505950260,53326736,56043055,55817971,56405324,56742579,57194415,57700807,57705873,57675021,57766385
1505950320,53331383,56048104,55823272,56409443,56746197,57197926,57706301,57711369,57680500,57771629
1505950380,53336388,56053458,55828433,56413938,56750096,57201654,57711801,57716860,57685977,57777018
1505950440,53341404,56058881,55833853,56418617,56752699,57205540,57717293,57722356,57691457,57782531
1505950500,53346416,56064311,55839269,56423368,56755173,57208286,57722777,57727851,57696940,57788032
1505950560,53351426,56069756,55844679,56428050,56758548,57210860,57728251,57733339,57702425,57793539
1505950620,53356434,56075189,55850113,56432752,56761808,57213236,57733743,57738824,57707904,57799049
1505950680,53361449,56080621,55855548,56437325,56764591,57216123,57739235,57744314,57713357,57804558
1505950740,53366455,56086061,55860972,56441847,56767613,57220146,57744732,57749805,57718838,57810068
1505950800,53371465,56091497,55866398,56446357,56770580,57223898,57750227,57755293,57724323,57815577
1505950860,53376475,56096933,55871832,56450903,56774287,57227169,57755721,57760787,57729809,57821088
1505950920,53381482,56102359,55877258,56455438,56777961,57230713,57761211,57766280,57735290,57826584
1505950980,53386494,56107797,55882677,56459944,56781940,57234421,57766701,57771762,57740770,57832075
1505951040,53391513,56113238,55888090,56464551,56785498,57238163,57772193,57777247,57746250,57837585
1505951100,53396533,56118676,55893502,56469067,56788595,57241779,57777683,57782737,57751729,57843098
1505951160,53401561,56124115,55898920,56473552,56791870,57245284,57783174,57788226,57757213,57848610
1505951220,53406587,56129558,55904341,56478204,56795436,57247904,57788662,57793720,57762696,57854123
1505951280,53411607,56134992,55909765,56482823,56798340,57250753,57794149,57799211,57768178,57859638
1505951340,53416615,56140432,55915154,56487472,56801673,57254455,57799642,57804702,57773662,57865149
1505951400,53421626,56145865,55920550,56492059,56805366,57258339,57805135,57810191,57779137,57870662
1505951460,53426652,56151307,55925960,56496535,56809056,57262401,57810626,57815680,57784621,57876172
1505951520,53431684,56156751,55931381,56500917,56812226,57265910,57816115,57821166,57790098,57881684
1505951580,53436708,56162192,55936805,56505385,56816200,57269108,57821610,57826657,57795580,57887182
1505951640,53441722,56167638,55942227,56509875,56820700,57271906,57827103,57832144,57801062,57892692
1505951700,53446739,56173074,55947640,56514525,56824864,57274777,57832593,57837634,57806541,57898200
1505951760,53451748,56178508,55953051,56519090,56828011,57278641,57838077,57843117,57812027,57903711
1505951820,53456757,56183953,55958476,56523480,56831491,57282187,57843571,57848599,57817520,57909221
1505951880,53461759,56189375,55963883,56527876,56835777,57285808,57849062,57854078,57823012,57914731
1505951940,53466753,56194818,55969305,56532301,56840237,57289240,57854552,57859562,57828500,57920241
1505952000,53471587,56200261,55974721,56536694,56843559,57292715,57860018,57865047,57833821,57925750
1505952060,53476206,56205331,55979954,56540713,56846656,57295413,57865159,57870178,57839101,57931250
1505952120,53481178,56210676,55985176,56545057,56850222,57298192,57870633,57875604,57844589,57936469
1505952180,53486154,56216111,55990600,56549504,56854656,57299860,57876120,57881097,57850076,57941870
1505952240,53491154,56221510,55996023,56553983,56859103,57301543,57881605,57886589,57855555,57947373
1505952300,53496161,56226946,56001451,56558397,56863075,57303646,57887104,57892077,57861048,57952882
1505952360,53501174,56232388,56006884,56562819,56866134,57306250,57892605,57897570,57866530,57958395
1505952420,53506169,56237820,56012308,56567189,56868823,57308654,57898097,57903061,57872015,57963907
1505952480,53511160,56243260,56017734,56571510,56872260,57311163,57903590,57908539,57877500,57969392
1505952540,53516165,56248690,56023158,56575898,56875381,57314329,57909078,57914023,57882992,57974895
1505952600,53521168,56254128,56028579,56580266,56877770,57317929,57914569,57919501,57888482,57980408
1505952660,53526172,56259560,56034005,56584693,56880942,57321905,57920053,57924989,57893978,57985918
1505952720,53531171,56264995,56039432,56589133,56884180,57326059,57925542,57930472,57899460,57991430
1505952780,53536172,56270435,56044871,56593428,56887107,57330082,57931035,57935966,57904950,57996942
1505952840,53541160,56275876,56050299,56597732,56890498,57333671,57936512,57941463,57910440,58002453
1505952900,53546161,56281308,56055723,56602026,56893798,57336788,57942003,57946952,57915931,58007963
1505952960,53551164,56286747,56061138,56606459,56897323,57339743,57947480,57952449,57921423,58013474
1505953020,53556186,56292186,56066572,56611048,56901022,57342718,57952968,57957950,57926923,58018986
1505953080,53561213,56297630,56072018,56615690,56904949,57346545,57958466,57963454,57932410,58024504
1505953140,53566224,56303072,56077457,56620251,56908560,57350316,57963963,57968955,57937903,58030017
1505953200,53571241,56308515,56082895,56624863,56911923,57354001,57969461,57974432,57943399,58035531
1505953260,53576269,56313957,56088329,56629531,56915324,57357769,57974954,57979921,57948891,58041045
1505953320,53581289,56319382,56093767,56634247,56918913,57361530,57980428,57985415,57954385,58046556
1505953380,53586304,56324819,56099197,56638896,56922505,57364746,57985917,57990905,57959873,58052068
1505953440,53591324,56330262,56104618,56643569,56925955,57368154,57991393,57996399,57965363,58057566
1505953500,53596338,56335712,56110050,56648190,56929820,57371665,57996886,58001895,57970852,58063074
1505953560,53601356,56341136,56115479,56652847,56933238,57375374,58002376,58007390,57976327,58068586
1505953620,53606379,56346578,56120907,56657445,56936655,57379303,58007854,58012865,57981813,58074101
1505953680,53611398,56352019,56126344,56662025,56940494,57382334,58013344,58018354,57987299,58079605
1505953740,53616410,56357463,56131784,56666682,56943884,57385471,58018840,58023830,57992785,58085105
1505953800,53621417,56362900,56137212,56671247,56947368,57388879,58024327,58029314,57998143,58090613
1505953860,53626323,56368341,56142378,56675741,56950790,57392096,58029818,58034790,58003371,58096121
1505953920,53630936,56373697,56147680,56679946,56954161,57395363,58034962,58039912,58008856,58101561
1505953980,53635948,56378759,56153080,56683975,56958079,57398872,58040410,58045403,58014344,58106742
1505954040,53640968,56384192,56158504,56688363,56961379,57403012,58045901,58050899,58019828,58112253
1505954100,53645979,56389624,56163934,56692781,56964547,57407291,58051390,58056392,58025305,58117764
1505954160,53651002,56395062,56169352,56697161,56967925,57411412,58056882,58061882,58030794,58123276
1505954220,53655997,56400504,56174782,56701589,56971549,57414631,58062371,58067372,58036283,58128787
1505954280,53661016,56405945,56180212,56706135,56975497,57417664,58067858,58072862,58041771,58134296
1505954340,53666009,56411391,56185642,56710747,56979445,57421083,58073351,58078355,58047259,58139809
1505954400,53671010,56416834,56191076,56715323,56983639,57424972,58078842,58083839,58052742,58145322
1505954460,53676026,56422263,56196503,56719907,56987874,57427634,58084334,58089321,58058227,58150832
1505954520,53681036,56427700,56201927,56724503,56991857,57430782,58089824,58094815,58063711,58156342
1505954580,53686044,56433140,56207366,56729120,56995026,57434023,58095318,58100312,58069199,58161853
1505954640,53691065,56438579,56212802,56733738,56998500,57436625,58100812,58105808,58074667,58167365
1505954700,53696077,56444022,56218238,56738367,57002442,57439844,58106308,58111306,58080141,58172879
1505954760,53701106,56449473,56223669,56742977,57006882,57444006,58111805,58116805,58085641,58178394
1505954820,53706138,56454941,56229115,56747445,57011130,57446849,58117304,58122304,58091131,58183912
1505954880,53711114,56460394,56234508,56752050,57014212,57449931,58122764,58127772,58096592,58189418
1505954940,53716147,56465784,56239938,56756600,57018550,57452583,58128253,58133266,58102077,58194916
1505955000,53721170,56471221,56245365,56761154,57022908,57455029,58133738,58138757,58107564,58200426
1505955060,53726196,56476659,56250801,56765756,57026811,57458008,58139233,58144251,58113050,58205938
1505955120,53731220,56482114,56256238,56770384,57030734,57461532,58144729,58149744,58118534,58211449
1505955180,53736237,56487556,56261668,56775029,57034796,57465186,58150218,58155233,58124020,58216960
1505955240,53741269,56493005,56267096,56779644,57039089,57468095,58155713,58160727,58129511,58222470
1505955300,53746299,56498456,56272544,56784305,57043568,57471175,58161210,58166225,58134987,58227988
1505955360,53751278,56503842,56277946,56788967,57048005,57473688,58166683,58171714,58140467,58233483
1505955420,53756313,56509303,56283397,56793685,57052560,57477577,58172182,58177218,58145949,58238999
1505955480,53761289,56514689,56288787,56798390,57056831,57482288,58177658,58182682,58151419,58244495
1505955540,53766304,56520129,56294221,56803124,57061310,57485729,58183146,58188167,58156885,58249999
1505955600,53771316,56525564,56299659,56807961,57065333,57489217,58188621,58193661,58162369,58255503
1505955660,53776196,56530805,56305104,56812250,57068932,57492683,58193746,58198953,58167799,58260935
1505955720,53780890,56535989,56310389,56816526,57072954,57495953,58199226,58204252,58172958,58266131
1505955780,53785918,56541423,56315614,56820805,57077172,57498948,58204710,58209737,58178446,58271640
1505955840,53790954,56546852,56321045,56825268,57081473,57501368,58210189,58215235,58183933,58277151
1505955900,53795975,56552288,56326479,56829763,57085711,57504258,58215682,58220731,58189424,58282662
1505955960,53800988,56557721,56331918,56834045,57089228,57506905,58221161,58226228,58194917,58288174
1505956020,53806012,56563144,56337350,56838421,57092537,57510312,58226648,58231723,58200407,58293687
1505956080,53810999,56568575,56342794,56842891,57095877,57514451,58232144,58237211,58205883,58299200
1505956140,53815976,56573955,56348172,56847552,57099247,57518953,58237603,58242679,58211352,58304680
1505956200,53821002,56579368,56353607,56852155,57102790,57522370,58243081,58248166,58216844,58310184
1505956260,53826028,56584818,56359051,56856718,57106378,57525326,58248575,58253654,58222327,58315696
1505956320,53831059,56590241,56364485,56861280,57109651,57528316,58254060,58259154,58227823,58321208
1505956380,53836089,56595670,56369930,56865785,57112836,57531628,58259559,58264643,58233325,58326723
1505956440,53841108,56601093,56375379,56870252,57116394,57534398,58265069,58270134,58238826,58332237
1505956500,53846124,56606533,56380819,56874685,57120285,57537468,58270563,58275627,58244319,58337753
1505956560,53851130,56611961,56386258,56879206,57124209,57540770,58276055,58281124,58249812,58343261
1505956620,53856134,56617391,56391683,56883772,57128372,57544531,58281543,58286622,58255283,58348765
1505956680,53861151,56622830,56397110,56888396,57132710,57546503,58287032,58292122,58260772,58354271
1505956740,53866162,56628277,56402538,56892920,57137048,57549463,58292524,58297621,58266264,58359783
1505956800,53871162,56633712,56407959,56897445,57141194,57552104,58298007,58303119,58271752,58365289
1505956860,53876181,56639149,56413389,56901971,57144101,57554640,58303493,58308618,58277242,58370796
1505956920,53881213,56644594,56418823,56906473,57147571,57557438,58308982,58314119,58282732,58376305
1505956980,53886243,56650030,56424253,56911005,57151868,57559986,58314469,58319616,58288220,58381812
1505957040,53891262,56655459,56429674,56915539,57156185,57563371,58319961,58325117,58293712,58387318
1505957100,53896266,56660896,56435107,56920129,57160654,57566597,58325452,58330613,58299201,58392815
1505957160,53901256,56666336,56440536,56924572,57164911,57569353,58330939,58336110,58304684,58398320
1505957220,53906254,56671775,56445958,56928878,57169237,57572236,58336426,58341606,58310172,58403823
1505957280,53911259,56677219,56451391,56933015,57173280,57575029,58341913,58347105,58315664,58409332
1505957340,53916264,56682664,56456830,56937415,57176945,57578296,58347409,58352605,58321160,58414827
1505957400,53921259,56688098,56462277,56942174,57180017,57580795,58352911,58358099,58326658,58420334
1505957460,53925901,56693521,56467445,56946460,57183267,57583145,58358282,58363517,58331789,58425542
1505957520,53930832,56698758,56472757,56950233,57186987,57586029,58363478,58368688,58337253,58430960
1505957580,53935849,56703945,56478189,56954115,57190696,57589199,58368964,58374186,58342744,58436470
1505957640,53940847,56709376,56483615,56958251,57194526,57592997,58374454,58379674,58348232,58441980
1505957700,53945859,56714790,56489022,56962428,57198564,57596822,58379935,58385168,58353722,58447488
1505957760,53950868,56720216,56494464,56966793,57202310,57600114,58385426,58390638,58359204,58452998
1505957820,53955876,56725648,56499907,56971126,57206320,57602854,58390923,58396126,58364694,58458511
1505957880,53960889,56731089,56505353,56975397,57210595,57605924,58396427,58401616,58370193,58464020
1505957940,53965909,56736527,56510784,56979910,57214395,57609431,58401913,58407105,58375668,58469530
1505958000,53970918,56741972,56516203,56984435,57217981,57612772,58407393,58412595,58381156,58475038
1505958060,53975906,56747413,56521623,56989139,57221854,57616418,58412877,58418087,58386643,58480544
1505958120,53980900,56752854,56527046,56993934,57225546,57619767,58418365,58423579,58392134,58486050
1505958180,53985894,56758296,56532472,56998463,57229014,57623360,58423855,58429067,58397616,58491543
1505958240,53990889,56763725,56537898,57003123,57232080,57626430,58429324,58434561,58403102,58497052
1505958300,53995886,56769166,56543331,57007861,57235525,57629768,58434809,58440046,58408590,58502561
1505958360,54000889,56774614,56548760,57012570,57238968,57632097,58440295,58445541,58414076,58508070
1505958420,54005879,56780055,56554190,57017204,57242309,57634429,58445778,58451032,58419558,58513578
1505958480,54010870,56785482,56559620,57021730,57245986,57636974,58451269,58456516,58425049,58519082
1505958540,54015875,56790935,56565068,57026426,57249648,57639893,58456767,58462017,58430547,58524591
1505958600,54020863,56796361,56570512,57031077,57253475,57642998,58462258,58467494,58436039,58530102
1505958660,54025845,56801799,56575936,57035704,57257185,57646099,58467742,58472979,58441519,58535610
1505958720,54030840,56807226,56581367,57040398,57260758,57648024,58473224,58478476,58447005,58541116
1505958780,54035853,56812674,56586804,57045042,57264519,57650507,58478715,58483973,58452490,58546612
1505958840,54040850,56818099,56592232,57049552,57268409,57653660,58484198,58489467,58457974,58552119
1505958900,54045852,56823534,56597657,57054215,57272292,57656765,58489690,58494962,58463458,58557629
1505958960,54050856,56828976,56603074,57058933,57276068,57660419,58495177,58500458,58468941,58563137
1505959020,54055869,56834416,56608505,57063610,57280427,57663931,58500663,58505941,58474424,58568646
1505959080,54060870,56839837,56613940,57068458,57284390,57667437,58506137,58511434,58479906,58574153
1505959140,54065852,56845273,56619364,57073120,57287916,57670481,58511623,58516930,58485393,58579662
1505959200,54070341,56850609,56624611,57077791,57291460,57673581,58517111,58522422,58490863,58585170
1505959260,54074271,56854534,56629001,57082185,57294881,57676860,58522372,58527923,58496148,58590507
1505959320,54077636,56858287,56632758,57086401,57298319,57679920,58527680,58533078,58501459,58595794
1505959380,54081102,56861824,56636855,57091074,57302135,57683004,58533168,58538508,58506944,58601302
1505959440,54084728,56865682,56641094,57095801,57306072,57686233,58538648,58544003,58512423,58606814
1505959500,54088228,56869571,56645318,57100427,57309394,57689911,58544140,58549486,58517905,58612323
1505959560,54091726,56873385,56649465,57105165,57313127,57693090,58549627,58554980,58523389,58617829
1505959620,54095348,56877201,56653548,57109875,57316765,57696440,58555093,58560456,58528867,58623338
1505959680,54099041,56881011,56657518,57114613,57320483,57699621,58560583,58565948,58534346,58628840
1505959740,54102589,56884915,56661757,57119297,57324075,57702597,58566074,58571442,58539818,58634343
1505959800,54106143,56888802,56665845,57123874,57327887,57705364,58571554,58576937,58545296,58639848
1505959860,54109586,56892602,56669752,57128712,57331759,57708012,58577047,58582433,58550775,58645359
1505959920,54113053,56896425,56673718,57133405,57335051,57709961,58582535,58587926,58556255,58650866
1505959980,54116605,56900164,56677661,57138257,57339067,57712510,58588025,58593413,58561749,58656369
1505960040,54120045,56903952,56681640,57143163,57343020,57715935,58593517,58598905,58567233,58661861
1505960100,54123458,56907801,56685717,57148067,57346928,57719609,58599005,58604395,58572708,58667365
1505960160,54126875,56911569,56689675,57153013,57351139,57722892,58604482,58609891,58578166,58672872
1505960220,54130294,56915299,56693575,57157805,57355182,57726616,58609960,58615381,58583645,58678379
1505960280,54133792,56919074,56697490,57162755,57359625,57729922,58615442,58620876,58589131,58683871
1505960340,54137229,56922837,56701390,57167711,57364133,57733601,58620926,58626364,58594618,58689376
1505960400,54140609,56926622,56705269,57172785,57368393,57737113,58626402,58631855,58600109,58694881
1505960460,54144517,56930443,56709248,57177972,57372313,57740603,58631883,58637342,58605590,58700384
1505960520,54149514,56934190,56713074,57183131,57376252,57743070,58637361,58642820,58611062,58705885
1505960580,54154512,56937935,56716850,57188314,57380206,57745558,58642825,58648299,58616516,58711385
1505960640,54159491,56941711,56720652,57193442,57384135,57747903,58648301,58653775,58621971,58716870
1505960700,54164478,56945859,56725539,57198584,57388083,57751597,58653768,58659252,58627435,58722353
1505960760,54169445,56951205,56730898,57203644,57392015,57755370,58659239,58664723,58632888,58727843
1505960820,54174378,56956555,56736215,57208644,57395897,57759115,58664701,58670175,58638331,58733332
1505960880,54179323,56961879,56741537,57213466,57399766,57762151,58670150,58675630,58643782,58738807
1505960940,54184266,56967185,56746862,57218233,57403587,57765752,58675588,58681083,58649228,58744281
1505961000,54189201,56972495,56752187,57222948,57407170,57769677,58681015,58686513,58654611,58749753
1505961060,54193806,56977797,56757218,57227417,57410869,57773167,58686458,58691586,58659721,58755222
1505961120,54198583,56982911,56762428,57232105,57414728,57776949,58691697,58697042,58665145,58760462
1505961180,54203517,56987907,56767739,57237083,57418708,57780733,58696957,58702480,58670581,58765741
1505961240,54208429,56993219,56773042,57241994,57422758,57784574,58702402,58707931,58676015,58771206
1505961300,54213355,56998527,56778370,57246923,57426143,57788539,58707847,58713385,58681451,58776678
1505961360,54218273,57003782,56783695,57251775,57430026,57792502,58713288,58718839,58686880,58782137
1505961420,54223188,57009079,56788986,57256726,57433991,57796640,58718729,58724298,58692312,58787602
1505961480,54228077,57014390,56794304,57261639,57437623,57801089,58724170,58729760,58697744,58793070
1505961540,54233002,57019696,56799633,57266631,57441918,57805575,58729603,58735222,58703178,58798544
1505961600,54237923,57025011,56804958,57271641,57445803,57810138,58735032,58740670,58708614,58804017
1505961660,54242860,57030328,56810266,57276642,57449304,57814590,58740476,58746123,58714052,58809490
1505961720,54247794,57035634,56815598,57282042,57453240,57818772,58745921,58751586,58719500,58814970
1505961780,54252764,57040845,56820792,57287448,57457372,57822843,58751368,58757059,58724962,58820442
1505961840,54257741,57045695,56826048,57292430,57461098,57826879,58756837,58762538,58730423,58825933
1505961900,54262723,57050672,56830840,57297442,57465073,57830973,58762310,58768025,58735901,58831423
1505961960,54267712,57055510,56835743,57302094,57469249,57833527,58767799,58773515,58741385,58836917
1505962020,54272692,57060318,56840726,57306814,57473393,57835514,58773277,58779004,58746871,58842408
1505962080,54277666,57065272,56845745,57311513,57477080,57838140,58778761,58784490,58752354,58847907
1505962140,54282645,57069998,56850600,57316162,57480719,57840757,58784248,58789971,58757837,58853398
1505962200,54287623,57074708,56855616,57320820,57484682,57843510,58789728,58795444,58763321,58858888
1505962260,54292601,57079477,56860994,57325282,57488793,57847281,58795209,58800925,58768784,58864388
1505962320,54297587,57084402,56866389,57329751,57492999,57850453,58800681,58806413,58774260,58869864
1505962380,54302572,57089334,56871769,57334340,57497041,57853650,58806160,58811898,58779742,58875357
1505962440,54307551,57094365,56877150,57338897,57501227,57857473,58811646,58817381,58785212,58880857
1505962500,54312533,57099246,56882533,57343485,57505655,57860824,58817120,58822850,58790684,58886357
1505962560,54317510,57104173,56887917,57348148,57510043,57864469,58822578,58828311,58796134,58891854
1505962620,54322511,57109001,56893309,57352382,57514441,57867910,58828033,58833786,58801620,58897331
1505962680,54327506,57113931,56898705,57356771,57518989,57871552,58833518,58839278,58807107,58902828
1505962740,54332513,57119329,56904100,57361155,57523439,57875522,58839008,58844775,58812596,58908335
1505962800,54337486,57124703,56909505,57365634,57527987,57879748,58844497,58850264,58818084,58913835
1505962860,54342442,57130104,56914644,57370209,57532507,57883491,58849656,58855529,58823560,58919049
1505962920,54347082,57135277,56919936,57374394,57536957,57887226,58855066,58860843,58828677,58924430
1505962980,54352016,57140432,56925332,57378786,57541796,57891226,58860547,58866341,58834161,58929932
1505963040,54357021,57145807,56930698,57383335,57547348,57895316,58866033,58871834,58839649,58935437
1505963100,54362018,57151196,56936103,57387869,57552907,57899682,58871524,58877309,58845121,58940935
1505963160,54367010,57156604,56941498,57392333,57558435,57903594,58877011,58882793,58850608,58946419
1505963220,54372001,57161972,56946463,57396866,57563538,57907551,58882496,58888280,58856093,58951921
1505963280,54377006,57167362,56951453,57401376,57568715,57911566,58887984,58893763,58861593,58957413
1505963340,54382026,57172746,56956650,57405947,57573128,57914355,58893465,58899240,58867091,58962918
1505963400,54387026,57178166,56961632,57410476,57577303,57917154,58898964,58904741,58872567,58968425
1505963460,54391978,57183546,56966552,57414923,57581562,57919834,58904445,58910227,58878043,58973913
1505963520,54396935,57188931,56971927,57419447,57585488,57923069,58909912,58915710,58883508,58979386
1505963580,54401924,57194279,56977308,57423902,57589562,57926338,58915376,58921191,58888977,58984810
1505963640,54406872,57199664,56982697,57428341,57593564,57929848,58920853,58926640,58894445,58990299
1505963700,54411832,57204996,56988062,57432837,57597665,57933226,58926308,58932121,58899879,58995787
1505963760,54416772,57210385,56993443,57437354,57601703,57936482,58931781,58937598,58905329,59001273
1505963820,54421733,57215779,56998807,57441943,57605830,57940314,58937241,58943070,58910795,59006739
1505963880,54426709,57221183,57004168,57446568,57609972,57943825,58942710,58948545,58916255,59012212
1505963940,54431679,57226556,57009557,57451196,57614091,57947317,58948183,58954017,58921700,59017699
1505964000,54436642,57231951,57014949,57455844,57618283,57950936,58953655,58959481,58927163,59023192
1505964060,54441609,57237337,57020334,57460426,57622442,57954835,58959129,58964918,58932635,59028679
1505964120,54446573,57242716,57025721,57465061,57626577,57959053,58964598,58970377,58938094,59034164
1505964180,54451536,57248077,57031090,57469686,57630704,57962263,58970072,58975851,58943550,59039649
1505964240,54456487,57253464,57036482,57474367,57634810,57965793,58975552,58981318,58949018,59045119
1505964300,54461463,57258835,57041870,57479049,57639105,57969667,58981008,58986789,58954485,59050609
1505964360,54466431,57264203,57047248,57483664,57643242,57973819,58986461,58992254,58959955,59056098
1505964420,54471388,57269579,57052638,57488231,57647351,57977596,58991940,58997725,58965403,59061592
1505964480,54476337,57274975,57058029,57492847,57651526,57981420,58997418,59003197,58970873,59067083
1505964540,54481302,57280358,57063429,57497436,57655811,57985028,59002901,59008648,58976347,59072569
1505964600,54486106,57285737,57068836,57502042,57660056,57988458,59008381,59014111,58981810,59078055
1505964660,54490711,57291127,57074027,57506663,57664401,57991859,59013573,59019517,58987025,59083532
1505964720,54495693,57296227,57079248,57511129,57668445,57995615,59018906,59024594,58992314,59088897
1505964780,54500667,57301453,57084639,57515655,57672521,57999641,59024384,59030041,58997783,59094116
1505964840,54505619,57306827,57090029,57520265,57676654,58003805,59029891,59035485,59003241,59099586
1505964900,54510557,57312168,57095426,57524812,57680723,58007979,59035434,59040913,59008710,59105081
1505964960,54515547,57317543,57100819,57529422,57684808,58011465,59040989,59046365,59014161,59110578
1505965020,54520514,57322934,57106220,57533926,57689047,58015515,59046545,59051832,59019616,59116075
1505965080,54525464,57328271,57111616,57538357,57693117,58019363,59052099,59057300,59025087,59121576
1505965140,54530464,57333631,57116993,57543069,57697663,58022791,59057655,59062778,59030563,59127074
1505965200,54535458,57339051,57122399,57547709,57702480,58026501,59063204,59068227,59035996,59132582
1505965260,54540434,57344439,57127784,57552284,57707342,58030675,59068749,59073703,59041467,59138074
1505965320,54545405,57349825,57133182,57556904,57711945,58034200,59074295,59079162,59046918,59143573
1505965380,54550409,57355222,57138580,57561459,57716760,58037917,59079850,59084635,59052377,59149067
1505965440,54555336,57360570,57143895,57566373,57721375,58041792,59085410,59090073,59057816,59154546
1505965500,54560259,57365885,57149234,57571393,57726006,58045826,59090967,59095503,59063238,59160011
1505965560,54565185,57371173,57154535,57576397,57730710,58049856,59096521,59100933,59068668,59165468
1505965620,54570145,57376447,57159866,57581445,57735183,58053997,59102076,59106393,59074126,59170927
